# x_m,y_m
34.711911,515.056996
34.559019,516.045001
34.420093,517.035247
34.295820,518.027494
34.186888,519.021498
34.093963,520.017260
34.017687,521.015141
33.958802,522.013827
33.917952,523.012890
33.895783,524.011899
33.892947,525.011193
33.910185,526.012805
33.948134,527.012895
34.007380,528.010889
34.088511,529.006213
34.192253,529.999475
34.319800,530.993964
34.471172,531.983687
34.646855,532.967799
34.847338,533.945451
35.073608,534.917827
35.327681,535.889241
35.608107,536.851113
35.915037,537.802277
36.248621,538.741568
36.610504,539.671498
37.003546,540.595864
37.424823,541.504416
37.874786,542.395942
38.353889,543.269229
38.864632,544.126394
39.408039,544.967183
39.981118,545.786475
40.583366,546.583581
41.214286,547.357808
41.874176,548.109428
42.561325,548.837450
43.273108,549.540847
44.007391,550.219191
44.762038,550.872053
45.540619,551.503424
46.337998,552.109433
47.152278,552.689158
47.982770,553.242687
48.829014,553.770246
49.693930,554.273917
50.572936,554.751264
51.465156,555.202235
52.369715,555.626780
53.285752,556.024850
54.212683,556.396270
55.150327,556.740642
56.098566,557.057559
57.057282,557.346616
58.021201,557.606087
58.991077,557.836002
59.969860,558.036444
60.956779,558.206428
61.951064,558.344971
62.945142,558.450482
63.942242,558.522858
64.942086,558.561251
65.942674,558.564600
66.942010,558.531846
67.938821,558.462012
68.931769,558.354737
69.920256,558.209805
70.903700,558.027001
71.879740,557.806548
72.839620,557.551191
73.792855,557.260050
74.738861,556.934485
75.677056,556.575854
76.602796,556.187299
77.508693,555.773959
78.404994,555.333099
79.290864,554.866457
80.165466,554.375767
81.026694,553.863546
81.872639,553.332364
82.706459,552.781603
83.528484,552.212280
84.339044,551.625411
85.137407,551.022827
85.922755,550.406400
86.697489,549.775215
87.461767,549.129991
88.215748,548.471450
88.958942,547.800906
89.690803,547.119838
90.412860,546.427848
91.125244,545.725781
91.828088,545.014485
92.521944,544.294363
93.207708,543.565591
93.885131,542.829864
94.554994,542.087848
95.218077,541.340210
95.875392,540.587350
96.528039,539.829548
97.176231,539.068115
97.820746,538.303716
98.462362,537.537020
99.101951,536.768574
99.740236,535.998704
100.377226,535.227891
101.013136,534.456302
101.648179,533.684105
102.282640,532.911378
102.916786,532.138122
103.550517,531.364622
104.183899,530.590938
104.817001,529.817131
105.449969,529.043161
106.082989,528.268947
106.715932,527.494789
107.348864,526.720746
107.981855,525.946876
108.615067,525.173123
109.248701,524.399385
109.882597,523.625997
110.516824,522.853019
111.151448,522.080509
111.786643,521.308400
112.422616,520.536581
113.059194,519.765405
113.696447,518.994928
114.334445,518.225205
114.973363,517.456171
115.613401,516.687737
116.254416,515.920249
116.896490,515.153781
117.539710,514.388405
118.184262,513.624073
118.830349,512.860724
119.477840,512.098699
120.126827,511.338076
120.777398,510.578938
121.429747,509.821243
122.084062,509.064956
122.740226,508.310396
123.398321,507.557640
124.058434,506.806771
124.720749,506.057755
125.385432,505.310582
126.052382,504.565545
126.721681,503.822730
127.393410,503.082223
128.067749,502.344001
128.744848,501.608078
129.424617,500.874727
130.107132,500.144038
130.792472,499.416100
131.480810,498.690902
132.172274,497.968483
132.866790,497.249093
133.564430,496.532827
134.265267,495.819780
134.969463,495.109958
135.677126,494.403421
136.388197,493.700401
137.102742,493.000996
137.820830,492.305309
138.542608,491.613362
139.268166,490.925238
139.997457,490.241147
140.730543,489.561197
141.467484,488.885495
142.208413,488.214084
142.953400,487.547066
143.702412,486.884634
144.455501,486.226904
145.212720,485.573990
145.974186,484.925953
146.739951,484.282913
147.509989,483.645050
148.284343,483.012488
149.063055,482.385353
149.846228,481.763721
150.633895,481.147725
151.426037,480.537539
152.222685,479.933294
153.023875,479.335122
153.829688,478.743117
154.640140,478.157425
155.455210,477.578215
156.274912,477.005629
157.099264,476.439808
157.928349,475.880851
158.762163,475.328918
159.600669,474.784198
160.443880,474.246844
161.291806,473.717011
162.144497,473.194831
163.001952,472.680480
163.864159,472.174150
164.731129,471.676017
165.602876,471.186259
166.479344,470.705080
167.360510,470.232567
168.246320,469.768751
169.136685,469.313685
170.031515,468.867422
170.930692,468.430023
171.834127,468.001509
172.741723,467.581888
173.653373,467.171172
174.568966,466.769375
175.488483,466.376471
176.411772,465.992497
177.338694,465.617481
178.269150,465.251436
179.203042,464.894373
180.140440,464.546241
181.081144,464.207093
182.024990,463.876964
182.971882,463.555865
183.921721,463.243804
184.874656,462.940715
185.830431,462.646664
186.788875,462.361686
187.749897,462.085790
188.713405,461.818986
189.679604,461.561204
190.648188,461.312517
191.618984,461.072957
192.591900,460.842535
193.566841,460.621259
194.544091,460.409062
195.523271,460.206024
196.504212,460.012177
197.486829,459.827531
198.471033,459.652101
199.457142,459.485832
200.444736,459.328803
201.433663,459.181038
202.423839,459.042554
203.415179,458.913366
204.408002,458.793439
205.401865,458.682840
206.396630,458.581587
207.392210,458.489696
208.388515,458.407180
209.385897,458.334023
210.383858,458.270277
211.382281,458.215957
212.381076,458.171076
213.380158,458.135649
214.379893,458.109681
215.379745,458.093201
216.379615,458.086225
217.379415,458.088767
218.379065,458.100839
219.378899,458.122468
220.378391,458.153663
221.377449,458.194440
222.375982,458.244811
223.373928,458.304794
224.371541,458.374427
225.368353,458.453704
226.364275,458.542635
227.359213,458.641233
228.353119,458.749514
229.346145,458.867522
230.337905,458.995237
231.328301,459.132669
232.317234,459.279828
233.304655,459.436732
234.290649,459.603425
235.274886,459.779880
236.257270,459.966107
237.237705,460.162115
238.216119,460.367919
239.192474,460.583542
240.166601,460.808977
241.138412,461.044235
242.107819,461.289325
243.074658,461.544237
244.038719,461.808966
245.000079,462.083614
245.958622,462.368243
246.914235,462.662910
247.866630,462.967621
248.815513,463.282382
249.761056,463.607381
250.703096,463.942700
251.641467,464.288421
252.575863,464.644574
253.506034,465.011187
254.432029,465.388392
255.353672,465.776237
256.270788,466.174768
257.183111,466.583988
258.090482,467.003851
258.992939,467.434294
259.890399,467.875194
260.782784,468.326429
261.669842,468.787784
262.551529,469.259060
263.428043,469.740099
264.299395,470.230646
265.165600,470.730446
266.026413,471.239091
266.881868,471.756390
267.732185,472.282324
268.577357,472.816745
269.417374,473.359503
270.251874,473.910212
271.080933,474.468783
271.904802,475.035263
272.723462,475.609525
273.536894,476.191440
274.344697,476.780598
275.147011,477.376950
275.944101,477.980535
276.735981,478.591207
277.522665,479.208823
278.303767,479.832916
279.079491,480.463479
279.850090,481.100551
280.615589,481.743994
281.376017,482.393669
282.131007,483.049095
282.880796,483.710308
283.625615,484.377350
284.365498,485.050092
285.100478,485.728410
285.830210,486.411817
286.554951,487.100397
287.274907,487.794201
287.990114,488.493121
288.700611,489.197052
289.406038,489.905488
290.106683,490.618567
290.802744,491.336345
291.494261,492.058727
292.181276,492.785613
292.863434,493.516479
293.541042,494.251501
294.214289,494.990732
294.883220,495.734076
295.547884,496.481439
296.207967,497.232314
296.863769,497.986882
297.515463,498.745188
298.163103,499.507143
298.806743,500.272658
299.446114,501.041253
300.081503,501.813111
300.713068,502.588267
301.340869,503.366639
301.964964,504.148143
302.585130,504.932337
303.201634,505.719391
303.814623,506.509328
304.424162,507.302067
305.030316,508.097528
305.632921,508.895328
306.232208,509.695604
306.828309,510.498368
307.421289,511.303547
308.011215,512.111066
308.597979,512.920615
309.181768,513.732299
309.762688,514.546122
310.340795,515.362025
310.916147,516.179946
311.488687,516.999657
312.058555,517.821218
312.625840,518.644616
313.190598,519.469790
313.752887,520.296682
314.312724,521.125175
314.870196,521.955252
315.425373,522.786872
315.978314,523.619976
316.529079,524.454508
317.077767,525.290473
317.624407,526.127773
318.169046,526.966341
318.711740,527.806123
319.252547,528.647069
319.791635,529.489302
320.328974,530.332652
320.864581,531.177026
321.398503,532.022381
321.930789,532.868675
322.461647,533.716121
322.991019,534.564497
323.518921,535.413697
324.045412,536.263685
324.570556,537.114427
325.094532,537.966071
325.617377,538.818420
326.139197,539.671351
326.660135,540.524789
327.180331,541.378662
327.699943,542.232930
328.219074,543.087503
328.737827,543.942307
329.256309,544.797279
329.774629,545.652354
330.292878,546.507460
330.811105,547.362580
331.329328,548.217707
331.847563,549.072831
332.365825,549.927942
332.884122,550.783022
333.402462,551.638075
333.920840,552.493108
334.439253,553.348122
334.957697,554.203121
335.476162,555.058098
335.994648,555.913062
336.513152,556.768018
337.031671,557.622969
337.550200,558.477917
338.068729,559.332855
338.587258,560.187793
339.105784,561.042736
339.624304,561.897686
340.142813,562.752646
340.661301,563.607609
341.179769,564.462584
341.698213,565.317577
342.216630,566.172589
342.735015,567.027624
343.253359,567.882675
343.771661,568.737751
344.289918,569.592856
344.808128,570.447995
345.326285,571.303168
345.844379,572.158370
346.362411,573.013609
346.880378,573.868891
347.398275,574.724219
347.916099,575.579593
348.433839,576.435009
348.951496,577.290476
349.469067,578.145997
349.986547,579.001577
350.503932,579.857218
351.021212,580.712912
351.538388,581.568670
352.055455,582.424497
352.572410,583.280394
353.089248,584.136365
353.605959,584.992402
354.122544,585.848517
354.638999,586.704712
355.155320,587.560992
355.671502,588.417359
356.187535,589.273805
356.703420,590.130341
357.219152,590.986971
357.734730,591.843700
358.250147,592.700528
358.765393,593.557449
359.280469,594.414473
359.795371,595.271604
360.310096,596.128845
360.824637,596.986197
361.338988,597.843657
361.853146,598.701234
362.367106,599.558930
362.880863,600.416749
363.394411,601.274694
363.907742,602.132764
364.420851,602.990967
364.933732,603.849309
365.446376,604.707794
365.958778,605.566427
366.470905,606.425195
366.982691,607.284168
367.494038,608.143417
368.004843,609.003007
368.515005,609.863004
369.024287,610.723318
369.532448,611.584313
370.039101,612.446291
370.543842,613.309520
371.046268,614.174273
371.545619,615.040179
372.041851,615.907959
372.534698,616.777906
373.023829,617.650200
373.508916,618.525023
373.989201,619.401756
374.464745,620.281143
374.935329,621.163398
375.400660,622.048595
375.860444,622.936806
376.314254,623.827847
376.761892,624.721985
377.203072,625.619327
377.637481,626.519930
378.064807,627.423852
378.484888,628.331489
378.897231,629.242625
379.301427,630.157242
379.697094,631.075389
380.083854,631.997116
380.461679,632.923348
380.829856,633.853408
381.187885,634.787103
381.535343,635.724427
381.871805,636.665373
382.197367,637.611471
382.511146,638.561463
382.812593,639.514952
383.101273,640.471862
383.376750,641.432122
383.639169,642.397846
383.887550,643.367160
384.121317,644.339469
384.340017,645.314616
384.543198,646.292446
384.730956,647.275786
384.902272,648.261897
385.056592,649.249976
385.193458,650.239725
385.312415,651.230846
385.413413,652.227391
385.495501,653.225138
385.558204,654.223179
385.601107,655.221111
385.623793,656.218533
385.625811,657.220653
385.606625,658.221601
385.565906,659.220649
385.503327,660.217306
385.418530,661.211410
385.310522,662.208030
385.179524,663.200570
385.025338,664.188376
384.847764,665.170792
384.646396,666.148107
384.420135,667.123178
384.169667,668.091266
383.894828,669.052094
383.595452,670.005385
383.271668,670.950040
382.923777,671.884935
382.551228,672.811476
382.154037,673.729366
381.732221,674.638307
381.287810,675.534082
380.821726,676.415704
380.332342,677.286961
379.820232,678.147078
379.285967,678.995282
378.732107,679.827923
378.159172,680.645370
377.566465,681.449983
376.954812,682.241783
376.325042,683.020793
375.680169,683.784494
375.020274,684.533961
374.344745,685.270791
373.654296,685.994977
372.949642,686.706508
372.233247,687.403694
371.504917,688.087413
370.764144,688.758630
370.011351,689.417388
369.246964,690.063732
368.473099,690.696344
367.689413,691.316048
366.895505,691.923648
366.091818,692.519249
365.278794,693.102954
364.458144,693.674002
363.629683,694.233007
362.793157,694.780590
361.948951,695.316916
361.097451,695.842153
360.239729,696.356062
359.375827,696.859059
358.505701,697.351601
357.629673,697.833917
356.748067,698.306239
355.861445,698.768675
354.970007,699.221532
354.073884,699.665149
353.173353,700.099786
352.268688,700.525708
351.359997,700.943253
350.447585,701.352676
349.531788,701.754227
348.612836,702.148208
347.690959,702.534919
346.765885,702.914864
345.837965,703.288268
344.907730,703.655277
343.975364,704.016184
343.041051,704.371280
342.104243,704.721124
341.165261,705.065898
340.224743,705.405641
339.282789,705.740593
338.339495,706.070994
337.394401,706.397272
336.447675,706.719530
335.499743,707.037710
334.550602,707.351898
333.600249,707.662180
332.648612,707.968662
331.695707,708.271391
330.741591,708.570373
329.786269,708.865630
328.829746,709.157186
327.872201,709.445010
326.913614,709.729133
325.953879,710.009610
324.993025,710.286452
324.031079,710.559675
323.068168,710.829262
322.104303,711.095233
321.139437,711.357621
320.173600,711.616436
319.206823,711.871690
318.239069,712.123412
317.270380,712.371612
316.300843,712.616293
315.330488,712.857474
314.359347,713.095173
313.387221,713.329461
312.414173,713.560328
311.440411,713.787715
310.465956,714.011609
309.490827,714.231995
308.514693,714.448937
307.537626,714.662398
306.559930,714.872287
305.581621,715.078576
304.602709,715.281238
303.622791,715.480331
302.641943,715.675812
301.660529,715.867585
300.678562,716.055628
299.696052,716.239918
298.712563,716.420513
297.728182,716.597370
296.743291,716.770394
295.757901,716.939560
294.772022,717.104843
293.785214,717.266290
292.797577,717.423856
291.809480,717.577457
290.820931,717.727067
289.831939,717.872662
288.842096,718.014276
287.851509,718.151858
286.860504,718.285327
285.869088,718.414646
284.877269,718.539780
283.884722,718.660732
282.891543,718.777452
281.897968,718.889875
280.903993,718.997967
279.909615,719.101693
278.914720,719.201030
277.919347,719.295953
276.923570,719.386446
275.927391,719.472500
274.930814,719.554106
273.933952,719.631248
272.936774,719.703932
271.939229,719.772169
270.941335,719.835968
269.943111,719.895336
268.944764,719.950270
267.946227,720.000776
266.947415,720.046855
265.948344,720.088501
264.949033,720.125710
263.949716,720.158474
262.950307,720.186833
261.950718,720.210852
260.950969,720.230594
259.951082,720.246120
258.951294,720.257489
257.951509,720.264774
256.951637,720.268052
255.951695,720.267397
254.951696,720.262883
253.951903,720.254586
252.952187,720.242582
251.952441,720.226941
250.952673,720.207736
249.952887,720.185039
248.953451,720.158930
247.954154,720.129455
246.954842,720.096646
245.955513,720.060536
244.956166,720.021163
243.957335,719.978583
242.958698,719.932800
241.960050,719.883811
240.961397,719.831620
239.962746,719.776231
238.964715,719.717685
237.966935,719.655972
236.969187,719.591085
235.971483,719.523031
234.973836,719.451818
233.976836,719.377498
232.980134,719.300057
231.983526,719.219486
230.987023,719.135797
229.990637,719.048997
228.994896,718.959144
227.999493,718.866220
227.004245,718.770219
226.009167,718.671149
225.014272,718.569020
224.019984,718.463883
223.026070,718.355717
222.032392,718.244501
221.038970,718.130234
220.045823,718.012912
219.053235,717.892565
218.061062,717.769183
217.069205,717.642764
216.077674,717.513318
215.086478,717.380857
214.095850,717.245422
213.105664,717.107023
212.115829,716.965676
211.126346,716.821413
210.137218,716.674264
209.148671,716.524293
208.160593,716.371481
207.172902,716.215793
206.185615,716.057211
205.198749,715.895716
204.212472,715.731313
203.226723,715.563964
202.241448,715.393630
201.256665,715.220282
200.272390,715.043891
199.288727,714.864443
198.305652,714.681902
197.323144,714.496234
196.341222,714.307409
195.359908,714.115399
194.379241,713.920179
193.399232,713.721719
192.419892,713.519989
191.441239,713.314959
190.463294,713.106602
189.486044,712.894881
188.509525,712.679771
187.533782,712.461251
186.558840,712.239292
185.584723,712.013869
184.611374,711.784935
183.638845,711.552464
182.667200,711.316437
181.696457,711.076817
180.726631,710.833573
179.757741,710.586672
178.789792,710.336106
177.822777,710.081882
176.856696,709.824010
175.891545,709.562500
174.927472,709.297402
173.964436,709.028724
173.002341,708.756465
172.041198,708.480648
171.081014,708.201302
170.121947,707.918495
169.163967,707.632242
168.206976,707.342533
167.250983,707.049391
166.295999,706.752838
165.342131,706.452929
164.389368,706.149681
163.437640,705.843094
162.486959,705.533192
161.537333,705.220000
160.588815,704.903557
159.641409,704.583884
158.695083,704.260990
157.749844,703.934897
156.805702,703.605625
155.862661,703.273198
154.920730,702.937638
153.979919,702.598974
153.040235,702.257231
152.101686,701.912436
151.164212,701.564591
150.227826,701.213716
149.292607,700.859850
148.358568,700.503007
147.425724,700.143202
146.493950,699.780396
145.563255,699.414590
144.633795,699.045841
143.705583,698.674146
142.778633,698.299505
141.852798,697.921850
140.928075,697.541173
140.004653,697.157543
139.082545,696.770961
138.161765,696.381425
137.242159,695.988865
136.323712,695.593264
135.406631,695.194706
134.490928,694.793190
133.576617,694.388716
132.663541,693.981208
131.751675,693.570647
130.841240,693.157125
129.932248,692.740641
129.024714,692.321195
128.118478,691.898706
127.213505,691.473149
126.310030,691.044626
125.408065,690.613138
124.507624,690.178685
123.608546,689.741182
122.710786,689.300598
121.814591,688.857045
120.919975,688.410523
120.026951,687.961032
119.135355,687.508482
118.245138,687.052837
117.356554,686.594222
116.469616,686.132638
115.584337,685.668088
114.700549,685.200476
113.818196,684.729767
112.937543,684.256095
112.058601,683.779465
111.181385,683.299878
110.305718,682.817235
109.431542,682.331496
108.559130,681.842808
107.688495,681.351172
106.819649,680.856593
105.952413,680.358962
105.086728,679.858239
104.222873,679.354577
103.360859,678.847980
102.500701,678.338451
101.642213,677.825874
100.785343,677.310209
99.930368,676.791617
99.077300,676.270099
98.226153,675.745660
97.376741,675.218176
96.529016,674.687611
95.683252,674.154129
94.839462,673.617732
93.997660,673.078424
93.157657,672.536075
92.319415,671.990653
91.483202,671.442325
90.649030,670.891094
89.816912,670.336963
88.986658,669.779800
88.158245,669.219576
87.331927,668.656455
86.507719,668.090436
85.685632,667.521519
84.865488,666.949569
84.047277,666.374566
83.231234,665.796662
82.417375,665.215857
81.605715,664.632150
80.796080,664.045404
79.988477,663.455608
79.183122,662.862909
78.380030,662.267304
77.579217,661.668795
76.780513,661.067242
75.983942,660.462647
75.189699,659.855145
74.397800,659.244737
73.608260,658.631422
72.820919,658.015061
72.035813,657.395668
71.253118,656.773368
70.472849,656.148160
69.695022,655.520044
68.919486,654.888884
68.146290,654.254705
67.375589,653.617618
66.607398,652.977624
65.841736,652.334724
65.078458,651.688784
64.317629,651.039840
63.559380,650.387991
62.803728,649.733237
62.050690,649.075579
61.300138,648.414889
60.552142,647.751214
59.806814,647.084637
59.064172,646.415159
58.324232,645.742781
57.586883,645.067385
56.852200,644.389024
56.120274,643.707766
55.391123,643.023613
54.664765,642.336566
53.941106,641.646520
53.220224,640.953531
52.502190,640.257652
51.787024,639.558886
51.074744,638.857234
50.365281,638.152610
49.658704,637.445068
48.955069,636.734643
48.254392,636.021339
47.556691,635.305157
46.861927,634.586040
46.170158,633.864029
45.481424,633.139148
44.795749,632.411400
44.113153,631.680789
43.433620,630.947278
42.757194,630.210899
42.083903,629.471665
41.413762,628.729579
40.746786,627.984644
40.083023,627.236895
39.422467,626.486306
38.765127,625.732864
38.111023,624.976569
37.460172,624.217415
36.812728,623.455554
36.168624,622.690845
35.527885,621.923236
34.890562,621.152706
34.256703,620.379233
33.626560,619.603041
33.000010,618.823906
32.377078,618.041774
31.757817,617.256630
31.142278,616.468458
30.530728,615.677512
29.923055,614.883533
29.319321,614.086471
28.719611,613.286303
28.124009,612.483011
27.532713,611.676756
26.945613,610.867411
26.362685,610.055011
25.783916,609.239601
25.209294,608.421228
24.638851,607.600024
24.072476,606.775995
23.510095,605.949227
22.951638,605.119808
22.397033,604.287830
21.846172,603.453324
21.299005,602.616416
20.755441,601.777178
20.215393,600.935679
19.678770,600.091992
19.145537,599.246252
18.615593,598.398415
18.088892,597.548505
17.565386,596.696545
17.045040,595.842573
16.528038,594.986977
16.014144,594.129381
15.503367,593.269787
14.995714,592.408198
14.491213,591.544655
13.990162,590.679666
13.492253,589.812702
12.997493,588.943777
12.505890,588.072901
12.017481,587.200139
11.532546,586.325998
11.050787,585.449947
10.572212,584.572000
10.096827,583.692169
9.624672,582.810528
9.155990,581.927536
8.690520,581.042705
8.228272,580.156049
7.769255,579.267584
7.313510,578.377382
6.861235,577.485835
6.412214,576.592524
5.966455,575.697466
5.523965,574.800676
5.084778,573.902224
4.649045,573.002422
4.216610,572.100937
3.787490,571.197783
3.361700,570.292976
2.939274,569.386570
2.520310,568.478780
2.104677,567.569401
1.692352,566.658463
1.283313,565.745995
0.877548,564.832055
0.475085,563.916801
0.075816,563.000109
-0.320298,562.082011
-0.713298,561.162539
-1.103213,560.241746
-1.490042,559.319766
-1.873875,558.396501
-2.254752,557.471979
-2.632708,556.546226
-3.007775,555.619293
-3.379954,554.691298
-3.749331,553.762153
-4.115944,552.831882
-4.479832,551.900513
-4.841027,550.968091
-5.199535,550.034728
-5.555438,549.100339
-5.908776,548.164946
-6.259589,547.228573
-6.607908,546.291267
-6.953740,545.353138
-7.297167,544.414094
-7.638231,543.474156
-7.976969,542.533345
-8.313413,541.591708
-8.647569,540.649367
-8.979525,539.706212
-9.309324,538.762263
-9.637010,537.817538
-9.962615,536.872090
-10.286136,535.926051
-10.607640,534.979284
-10.927144,534.031798
-11.244663,533.083604
-11.560201,532.134744
-11.873734,531.185345
-12.185322,530.235265
-12.494976,529.284514
-12.802705,528.333100
-13.108512,527.381062
-13.412372,526.428512
-13.714342,525.475327
-14.014432,524.521514
-14.312655,523.567084
-14.609014,522.612071
-14.903496,521.656565
-15.196146,520.700470
-15.486973,519.743793
-15.775991,518.786545
-16.063204,517.828752
-16.348608,516.870477
-16.632236,515.911658
-16.914100,514.952304
-17.194212,513.992425
-17.472581,513.032036
-17.749212,512.071172
-18.024124,511.109809
-18.297329,510.147956
-18.568837,509.185620
-18.838659,508.222809
-19.106808,507.259526
-19.373296,506.295786
-19.638137,505.331598
-19.901344,504.366971
-20.162933,503.401903
-20.422929,502.436369
-20.681332,501.470422
-20.938156,500.504070
-21.193415,499.537320
-21.447128,498.570165
-21.699323,497.602556
-21.949997,496.634573
-22.199167,495.666222
-22.446850,494.697509
-22.693064,493.728425
-22.937846,492.758923
-23.181208,491.789081
-23.423184,490.818907
-23.663807,489.848410
-23.903112,488.877588
-24.141142,487.906415
-24.377922,486.934947
-24.613491,485.963195
-24.847883,484.991170
-25.081141,484.018872
-25.313307,483.046279
-25.544410,482.073444
-25.774487,481.100377
-26.003574,480.127089
-26.231712,479.153578
-26.458946,478.179820
-26.685304,477.205869
-26.910821,476.231736
-27.135536,475.257429
-27.359489,474.282948
-27.582725,473.308264
-27.805271,472.333436
-28.027165,471.358471
-28.248444,470.383379
-28.469149,469.408157
-28.689324,468.432777
-28.908997,467.457297
-29.128205,466.481724
-29.346984,465.506069
-29.565375,464.530327
-29.783419,463.554472
-30.001134,462.578556
-30.218547,461.602582
-30.435685,460.626558
-30.652576,459.650479
-30.869243,458.674326
-31.085673,457.698128
-31.301859,456.721881
-31.517792,455.745583
-31.733465,454.769228
-31.948870,453.792801
-32.163987,452.816314
-32.378800,451.839762
-32.593292,450.863144
-32.807446,449.886451
-33.021249,448.909671
-33.234680,447.932814
-33.447723,446.955875
-33.660360,445.978851
-33.872576,445.001736
-34.084357,444.024515
-34.295681,443.047199
-34.506533,442.069785
-34.716895,441.092270
-34.926752,440.114645
-35.136089,439.136898
-35.344886,438.159039
-35.553126,437.181066
-35.760792,436.202974
-35.967868,435.224757
-36.174339,434.246401
-36.380185,433.267917
-36.585386,432.289302
-36.789925,431.310550
-36.993785,430.331660
-37.196946,429.352622
-37.399390,428.373436
-37.601098,427.394095
-37.802051,426.414594
-38.002229,425.434936
-38.201612,424.455143
-38.400205,423.475177
-38.598003,422.495035
-38.795005,421.514718
-38.991205,420.534240
-39.186590,419.553647
-39.381172,418.572876
-39.574948,417.591929
-39.767916,416.610806
-39.960071,415.629524
-40.151402,414.648124
-40.341917,413.666552
-40.531611,412.684808
-40.720481,411.702893
-40.908519,410.720820
-41.095718,409.738617
-41.282080,408.756244
-41.467601,407.773704
-41.652278,406.790997
-41.836105,405.808130
-42.019074,404.825123
-42.201187,403.841951
-42.382439,402.858615
-42.562826,401.875116
-42.742344,400.891458
-42.920987,399.907648
-43.098753,398.923677
-43.275638,397.939547
-43.451638,396.955259
-43.626749,395.970811
-43.800968,394.986200
-43.974289,394.001433
-44.146709,393.016512
-44.318223,392.031438
-44.488829,391.046204
-44.658525,390.060795
-44.827302,389.075236
-44.995158,388.089528
-45.162088,387.103673
-45.328090,386.117658
-45.493164,385.131456
-45.657300,384.145110
-45.820493,383.158621
-45.982739,382.171989
-46.144035,381.185197
-46.304385,380.198209
-46.463775,379.211081
-46.622203,378.223816
-46.779665,377.236415
-46.936161,376.248856
-47.091696,375.261091
-47.246250,374.273193
-47.399819,373.285162
-47.552396,372.296999
-47.703978,371.308678
-47.854565,370.320145
-48.004133,369.331479
-48.152667,368.342679
-48.300155,367.353745
-48.446588,366.364648
-48.591960,365.375334
-48.736246,364.385884
-48.879435,363.396296
-49.021511,362.406570
-49.162467,361.416678
-49.302298,360.426564
-49.440978,359.436312
-49.578495,358.445920
-49.714836,357.455389
-49.849992,356.464689
-49.983958,355.473764
-50.116710,354.482699
-50.248234,353.491494
-50.378517,352.500149
-50.507551,351.508632
-50.635329,350.516890
-50.761828,349.525008
-50.887035,348.532985
-51.010937,347.540823
-51.133526,346.548489
-51.254795,345.555928
-51.374720,344.563229
-51.493288,343.570391
-51.610484,342.577415
-51.726301,341.584268
-51.840731,340.590892
-51.953752,339.597382
-52.065353,338.603737
-52.175522,337.609960
-52.284252,336.616013
-52.391539,335.621836
-52.497361,334.627532
-52.601710,333.633101
-52.704577,332.638545
-52.805956,331.643822
-52.905844,330.648872
-53.004220,329.653802
-53.101076,328.658614
-53.196402,327.663309
-53.290192,326.667843
-53.382443,325.672153
-53.473135,324.676351
-53.562259,323.680442
-53.649804,322.684426
-53.735766,321.688254
-53.820141,320.691862
-53.902909,319.695371
-53.984060,318.698781
-54.063586,317.702096
-54.141480,316.705260
-54.217738,315.708212
-54.292341,314.711075
-54.365281,313.713851
-54.436547,312.716544
-54.506136,311.719093
-54.574040,310.721438
-54.640243,309.723707
-54.704733,308.725902
-54.767502,307.728027
-54.828543,306.730017
-54.887851,305.731809
-54.945410,304.733541
-55.001213,303.735214
-55.055254,302.736833
-55.107528,301.738324
-55.158032,300.739629
-55.206752,299.740889
-55.253683,298.742107
-55.298818,297.743288
-55.342154,296.744352
-55.383688,295.745241
-55.423408,294.746102
-55.461306,293.746939
-55.497376,292.747754
-55.531616,291.748463
-55.564020,290.749015
-55.594577,289.749554
-55.623281,288.750086
-55.650125,287.750612
-55.675106,286.751044
-55.698218,285.751339
-55.719450,284.751639
-55.738798,283.751946
-55.756253,282.752264
-55.771813,281.752502
-55.785469,280.752626
-55.797215,279.752770
-55.807043,278.752939
-55.814947,277.753135
-55.820922,276.753275
-55.824961,275.753335
-55.827057,274.753425
-55.827205,273.753544
-55.825398,272.753692
-55.821630,271.753825
-55.815896,270.753934
-55.808193,269.754066
-55.798517,268.754221
-55.786864,267.754398
-55.773231,266.754604
-55.757617,265.754841
-55.740022,264.755103
-55.720448,263.755391
-55.698895,262.755710
-55.675365,261.756091
-55.649861,260.756536
-55.622382,259.757021
-55.592932,258.757550
-55.561513,257.758126
-55.528127,256.758787
-55.492778,255.759535
-55.455465,254.760340
-55.416192,253.761205
-55.374961,252.762134
-55.331775,251.763172
-55.286638,250.764317
-55.239552,249.765535
-55.190520,248.766830
-55.139546,247.768206
-55.086636,246.769711
-55.031793,245.771340
-54.975018,244.773061
-54.916313,243.774877
-54.855681,242.776793
-54.793128,241.778851
-54.728659,240.781046
-54.662283,239.783355
-54.594008,238.785782
-54.523847,237.788334
-54.451808,236.791031
-54.377905,235.793871
-54.302150,234.796847
-54.224558,233.799961
-54.145142,232.803216
-54.063916,231.806622
-53.980895,230.810179
-53.896090,229.813885
-53.809514,228.817739
-53.721180,227.821745
-53.631102,226.825914
-53.539293,225.830244
-53.445764,224.834730
-53.350530,223.839375
-53.253603,222.844179
-53.154998,221.849157
-53.054727,220.854304
-52.952802,219.859615
-52.849237,218.865092
-52.744043,217.870734
-52.637237,216.876560
-52.528829,215.882563
-52.418833,214.888734
-52.307260,213.895076
-52.194124,212.901589
-52.079439,211.908295
-51.963219,210.915182
-51.845473,209.922243
