# x_m,y_m
585.208722,312.385684
585.465590,313.352026
585.722395,314.318386
585.979135,315.284762
586.235808,316.251155
586.492414,317.217566
586.748952,318.183996
587.005421,319.150445
587.261818,320.116912
587.518143,321.083397
587.774395,322.049902
588.030572,323.016428
588.286674,323.982974
588.542700,324.949540
588.798646,325.916125
589.054514,326.882732
589.310301,327.849361
589.566007,328.816013
589.821630,329.782685
590.077168,330.749378
590.332621,331.716095
590.587988,332.682835
590.843268,333.649599
591.098458,334.616386
591.353559,335.583195
591.608568,336.550029
591.863484,337.516888
592.118308,338.483772
592.373036,339.450680
592.627667,340.417611
592.882202,341.384569
593.136638,342.351554
593.390976,343.318568
593.645211,344.285609
593.899320,345.252684
594.153248,346.219806
594.406942,347.186987
594.660347,348.154239
594.913400,349.121560
595.165955,350.088990
595.417769,351.056628
595.668588,352.024557
595.918160,352.992859
596.166189,353.961444
596.412436,354.930357
596.656748,355.899864
596.898918,356.870033
597.138740,357.840930
597.375931,358.812292
597.610285,359.784105
597.841722,360.756778
598.070064,361.730332
598.295136,362.704789
598.516700,363.679900
598.734568,364.655630
598.948632,365.632308
599.158707,366.609942
599.364613,367.588542
599.566140,368.567994
599.763100,369.548274
599.955333,370.529525
600.142652,371.511741
600.324866,372.494918
600.501795,373.479098
600.673256,374.464278
600.839059,375.450381
600.999025,376.437385
601.152977,377.425270
601.300761,378.414198
601.442183,379.404200
601.576980,380.395027
601.704929,381.386659
601.825804,382.379079
601.939401,383.372490
602.045457,384.366926
602.143625,385.362062
602.233592,386.357855
602.315041,387.354262
602.387679,388.351523
602.451192,389.349655
602.505246,390.348197
602.549537,391.347051
602.583761,392.346121
602.607621,393.345779
602.620785,394.346033
602.622900,395.346117
602.613632,396.345867
602.592644,397.345119
602.559572,398.344519
602.514134,399.344078
602.456219,400.342578
602.385693,401.339809
602.302425,402.335560
602.206149,403.330919
602.096695,404.325868
601.974150,405.318644
601.838465,406.309001
601.689593,407.296694
601.527153,408.283412
601.351014,409.268971
601.161461,410.251162
600.958460,411.229776
600.741979,412.204606
600.511437,413.177677
600.266718,414.148382
600.008078,415.114582
599.735338,416.076030
599.448316,417.032476
599.146134,417.985804
598.828729,418.934895
598.496248,419.878072
598.148419,420.815007
597.784971,421.745372
597.404865,422.670659
597.008231,423.589329
596.595161,424.500094
596.165434,425.402444
595.718829,426.295869
595.254148,427.181706
594.771917,428.058066
594.272247,428.924083
593.755025,429.779338
593.220133,430.623410
592.667397,431.456154
592.097360,432.277282
591.510589,433.086786
590.907643,433.884673
590.289130,434.670884
589.656859,435.443890
589.009920,436.205356
588.348651,436.955292
587.673390,437.693708
586.984908,438.420164
586.285705,439.132531
585.573642,439.833405
584.849060,440.522709
584.112302,441.200367
583.364492,441.865616
582.607837,442.516885
581.840113,443.156470
581.061645,443.784364
580.272756,444.400562
579.474766,445.004319
578.669421,445.594683
577.854710,446.173476
577.030954,446.740727
576.198474,447.296464
575.358589,447.840083
574.512592,448.371077
573.658841,448.890785
572.797615,449.399282
571.929197,449.896643
571.054786,450.382441
570.175359,450.856431
569.289575,451.319616
568.397681,451.772100
567.499924,452.213991
566.597343,452.645023
565.690713,453.065096
564.778949,453.474971
563.862269,453.874775
562.940894,454.264636
562.015643,454.644437
561.087134,455.014177
560.154565,455.374424
559.218127,455.725329
558.278011,456.067045
557.334809,456.399586
556.388993,456.723015
555.440027,457.037725
554.488062,457.343862
553.533249,457.641573
552.575957,457.930938
551.616513,458.212044
550.654652,458.485128
549.690505,458.750303
548.724206,459.007680
547.755869,459.257379
546.785603,459.499518
545.813561,459.734215
544.839859,459.961594
543.864614,460.181781
542.887750,460.394942
541.909140,460.601258
540.929272,460.800799
539.948214,460.993726
538.966033,461.180203
537.982656,461.360419
536.997958,461.534604
536.012322,461.702961
535.025801,461.865761
534.038449,462.023272
533.050304,462.175767
532.061390,462.323447
531.071773,462.466385
530.081480,462.604645
529.090539,462.738294
528.098999,462.867392
527.106918,462.991981
526.114266,463.112072
525.121066,463.227667
524.127342,463.338766
523.133124,463.445370
522.138452,463.547476
521.143325,463.645078
520.147766,463.738171
519.151799,463.826745
518.155435,463.910795
517.158670,463.990313
516.161568,464.065281
515.164153,464.135685
514.166449,464.201510
513.168446,464.262744
512.170097,464.319378
511.171528,464.371391
510.172759,464.418774
509.173813,464.461515
508.174672,464.499604
507.175262,464.533031
506.175743,464.561779
505.176141,464.585835
504.176480,464.605188
503.176732,464.619825
502.176792,464.629735
501.176865,464.634903
500.176976,464.635319
499.177150,464.630970
498.177351,464.621845
497.177439,464.607928
496.177665,464.589210
495.178054,464.565678
494.178633,464.537321
493.179358,464.504125
492.180054,464.466069
491.181018,464.423150
490.182275,464.375358
489.183853,464.322680
488.185701,464.265101
487.187612,464.202597
486.189921,464.135182
485.192656,464.062855
484.195843,463.985614
483.199426,463.903450
482.203165,463.816338
481.207435,463.724305
480.212263,463.627354
479.217677,463.525486
478.223614,463.418692
477.229806,463.306941
476.236659,463.190282
475.244196,463.068726
474.252439,462.942282
473.261324,462.810951
472.270589,462.674691
471.280632,462.533534
470.291480,462.387461
469.303160,462.236452
468.315614,462.080474
467.328606,461.919443
466.342530,461.753329
465.357429,461.582045
464.373347,461.405502
463.390241,461.223594
462.407885,461.036165
461.426708,460.843151
460.446777,460.644415
459.468156,460.439823
458.490821,460.229219
457.514558,460.012416
456.539791,459.789399
455.566574,459.560077
454.594959,459.324361
453.624913,459.082138
452.656242,458.833330
451.689314,458.578170
450.724164,458.316832
449.760827,458.049490
448.799081,457.776242
447.838321,457.497068
446.879482,457.212394
445.922598,456.922389
444.967704,456.627227
444.014331,456.326918
443.061413,456.021265
442.110525,455.710909
441.161644,455.395989
440.214747,455.076647
439.269273,454.752838
438.324262,454.424327
437.381138,454.091641
436.439849,453.754796
435.500342,453.413807
434.562304,453.068595
433.625380,452.718999
432.690182,452.365130
431.756734,452.006873
430.825056,451.644111
429.895205,451.276742
428.967235,450.904684
428.041128,450.527850
427.116923,450.146177
426.194661,449.759605
425.274599,449.368163
424.356897,448.971828
423.441272,448.570356
422.527775,448.163644
421.616459,447.751587
420.707789,447.334276
419.801966,446.911667
418.898552,446.483401
417.997654,446.049364
417.099379,445.609443
416.204210,445.163711
415.312331,444.712080
414.423471,444.254200
413.537795,443.789937
412.655465,443.319153
411.776781,442.841790
410.901877,442.357763
410.030726,441.866953
409.163435,441.369319
408.300115,440.864819
407.440879,440.353425
406.585729,439.835250
405.734568,439.310542
404.887304,438.779555
404.043844,438.242549
403.204073,437.699762
402.367902,437.151435
401.535255,436.597795
400.706039,436.039060
399.880159,435.475448
399.057532,434.907179
398.238064,434.334403
397.421657,433.757216
396.608225,433.175718
395.797677,432.590010
394.990315,432.000468
394.185969,431.407015
393.384420,430.809442
392.585689,430.207716
391.789803,429.601803
390.997438,428.992173
390.208372,428.378575
389.422330,427.760681
388.639406,427.138446
387.859696,426.511825
387.083784,425.881175
386.311533,425.246277
385.542791,424.606898
384.777662,423.963013
384.016253,423.314595
383.258895,422.661822
382.505505,422.004603
381.755970,421.342866
381.010287,420.676639
380.268457,420.005949
379.530766,419.331098
378.797008,418.652045
378.066978,417.968809
377.340603,417.281531
376.617814,416.590354
375.898709,415.895580
375.183128,415.197247
374.470938,414.495398
373.762077,413.790148
373.056487,413.081611
372.354125,412.369919
371.654923,411.655150
370.958813,410.937369
370.265736,410.216648
369.575632,409.493059
368.888494,408.766725
368.204254,408.037667
367.522866,407.305903
366.844302,406.571473
366.168536,405.834414
365.495639,405.094875
364.825525,404.352832
364.158129,403.608283
363.493426,402.861269
362.831389,402.111829
362.172094,401.360124
361.515452,400.606124
360.861392,399.849828
360.209887,399.091277
359.560906,398.330515
358.914507,397.567687
358.270608,396.802771
357.629143,396.035765
356.990081,395.266707
356.353393,394.495636
355.719128,393.722689
355.087204,392.947845
354.457558,392.171103
353.830159,391.392501
353.204975,390.612081
352.582041,389.829963
351.961282,389.046134
351.342639,388.260599
350.726077,387.473396
350.111563,386.684560
349.499117,385.894198
348.888672,385.102303
348.280176,384.308879
347.673598,383.513962
347.068905,382.717583
346.466107,381.919829
345.865147,381.120698
345.265983,380.320200
344.668585,379.518367
344.072925,378.715227
343.478992,377.910837
342.886745,377.105211
342.296147,376.298369
341.707167,375.490341
341.119777,374.681156
340.533941,373.870839
339.949631,373.059421
339.366818,372.246934
338.785472,371.433407
338.205561,370.618868
337.627028,369.803308
337.049859,368.986778
336.474033,368.169322
335.899517,367.350965
335.326282,366.531737
334.754246,365.711594
334.183411,364.890606
333.613766,364.068827
333.045280,363.246280
332.477925,362.422992
331.911601,361.598885
331.346326,360.774047
330.782101,359.948534
330.218902,359.122367
329.656704,358.295567
329.095406,357.468042
328.535021,356.639886
327.975538,355.811161
327.416916,354.981891
326.859117,354.152099
326.302057,353.321745
325.745709,352.490901
325.190032,351.659626
324.634965,350.827955
324.080449,349.995923
323.526418,349.163551
322.972848,348.330867
322.419725,347.497889
321.867030,346.664628
321.314746,345.831096
320.762853,344.997299
320.211344,344.163249
319.660212,343.328951
319.109452,342.494410
318.559055,341.659632
318.009013,340.824614
317.459320,339.989366
316.909971,339.153893
316.360960,338.318200
315.812279,337.482292
315.263919,336.646169
314.715875,335.809837
314.168141,334.973304
313.620711,334.136575
313.073577,333.299654
312.526730,332.462541
311.980164,331.625242
311.433876,330.787765
310.887858,329.950113
310.342105,329.112292
309.796606,328.274298
309.251358,327.436141
308.706358,326.597825
308.161600,325.759354
307.617078,324.920732
307.072783,324.081956
306.528712,323.243033
305.984862,322.403971
305.441227,321.564771
304.897801,320.725439
304.354576,319.885970
303.811548,319.046372
303.268713,318.206653
302.726067,317.366814
302.183602,316.526859
301.641311,315.686787
301.099189,314.846604
300.557234,314.006317
300.015439,313.165928
299.473799,312.325441
298.932305,311.484854
298.390955,310.644176
297.849743,309.803409
297.308664,308.962559
296.767712,308.121628
296.226880,307.280616
295.686164,306.439530
295.145558,305.598373
294.605059,304.757150
294.064659,303.915864
293.524352,303.074515
292.984133,302.233109
292.443998,301.391651
291.903941,300.550143
291.363956,299.708590
290.824038,298.866992
290.284180,298.025355
289.744378,297.183683
289.204627,296.341979
288.664921,295.500246
288.125253,294.658488
287.585619,293.816708
287.046014,292.974910
286.506432,292.133097
285.966867,291.291273
285.427314,290.449442
284.887767,289.607606
284.348222,288.765770
283.808671,287.923937
283.269110,287.082109
282.729535,286.240293
282.189938,285.398490
281.650315,284.556704
281.110660,283.714937
280.570966,282.873194
280.031231,282.031480
279.491448,281.189798
278.951610,280.348149
278.411712,279.506538
277.871749,278.664967
277.331717,277.823444
276.791610,276.981970
276.251421,276.140547
275.711144,275.299178
275.170774,274.457868
274.630309,273.616624
274.089741,272.775446
273.549063,271.934337
273.008270,271.093299
272.467357,270.252337
271.926322,269.411460
271.385156,268.570668
270.843853,267.729960
270.302408,266.889343
269.760814,266.048818
269.219072,265.208397
268.677173,264.368077
268.135108,263.527861
267.592874,262.687752
267.050464,261.847752
266.507879,261.007876
265.965108,260.168119
265.422146,259.328483
264.878986,258.488971
264.335624,257.649587
263.792059,256.810345
263.248283,255.971240
262.704286,255.132273
262.160066,254.293449
261.615614,253.454769
261.070935,252.616251
260.526016,251.777888
259.980850,250.939681
259.435433,250.101633
258.889757,249.263749
258.343827,248.426045
257.797631,247.588514
257.251160,246.751157
256.704411,245.913978
256.157376,245.076980
255.610061,244.240181
255.062451,243.403573
254.514541,242.567157
253.966325,241.730937
253.417797,240.894917
252.868961,240.059115
252.319805,239.223522
251.770321,238.388139
251.220503,237.552971
250.670347,236.718021
250.119857,235.883307
249.569020,235.048822
249.017828,234.214565
248.466276,233.380542
247.914358,232.546754
247.362080,231.713223
246.809428,230.879938
246.256395,230.046901
245.702975,229.214115
245.149163,228.381584
244.594964,227.549329
244.040365,226.717340
243.485358,225.885616
242.929938,225.054163
242.374098,224.222984
241.817847,223.392100
241.261168,222.561500
240.704055,221.731186
240.146502,220.901162
239.588505,220.071430
239.030069,219.242012
238.471179,218.412898
237.911829,217.584090
237.352012,216.755590
236.791724,215.927403
236.230970,215.099551
235.669735,214.272023
235.108012,213.444821
234.545794,212.617948
233.983076,211.791411
233.419865,210.965228
232.856143,210.139392
232.291905,209.313903
231.727145,208.488765
231.161857,207.663984
230.596046,206.839579
230.029697,206.015542
229.462804,205.191874
228.895361,204.368579
228.327362,203.545663
227.758812,202.723145
227.189696,201.901016
226.620008,201.079278
226.049742,200.257936
225.478893,199.436995
224.907465,198.616473
224.335444,197.796363
223.762822,196.976667
223.189596,196.157389
222.615758,195.338534
222.041314,194.520120
221.466249,193.702141
220.890557,192.884598
220.314232,192.067497
219.737270,191.250842
219.159672,190.434649
218.581427,189.618914
218.002528,188.803639
217.422969,187.988829
216.842746,187.174489
216.261857,186.360637
215.680268,185.547285
215.097940,184.734457
214.514838,183.922179
213.930924,183.110477
213.346187,182.299435
212.760478,181.489088
212.173647,180.679521
211.585551,179.870829
210.996045,179.063105
210.405146,178.256656
209.812602,177.451375
209.218279,176.647304
208.622063,175.844517
208.023845,175.043087
207.423801,174.243464
206.821617,173.445389
206.217189,172.648870
205.610453,171.853968
205.001348,171.060748
204.390063,170.269599
203.776321,169.480317
203.160019,168.692933
202.541094,167.907525
201.919479,167.124172
201.295235,166.343109
200.668186,165.564289
200.038242,164.787774
199.405329,164.013651
198.769376,163.242005
198.130326,162.472945
197.488083,161.706557
196.842556,160.942942
196.193661,160.182206
195.541311,159.424457
194.885342,158.669711
194.225734,157.918161
193.562416,157.169940
192.895304,156.425167
192.224315,155.683962
191.549184,154.946246
190.869982,154.212306
190.186668,153.482297
189.499168,152.756342
188.807411,152.034562
188.111050,151.316800
187.410237,150.603417
186.704960,149.894597
185.995153,149.190472
185.280754,148.491172
184.561320,147.796468
183.837101,147.106797
183.108118,146.422369
182.374324,145.743323
181.635668,145.069800
180.891582,144.401474
180.142443,143.738880
179.388311,143.082256
178.629150,142.431751
177.864924,141.787515
177.094937,141.149155
176.319693,140.517276
175.539284,139.892126
174.753683,139.273852
173.962864,138.662602
173.166012,138.057928
172.363793,137.460506
171.556362,136.870600
170.743745,136.288375
169.925970,135.713994
169.101894,135.146827
168.272504,134.587727
167.437958,134.036952
166.598254,133.494645
165.753386,132.960949
164.902468,132.435467
164.046267,131.918815
163.184876,131.411168
162.318289,130.912641
161.446500,130.423346
160.568754,129.943030
159.685843,129.472493
158.797941,129.012239
157.905166,128.562739
157.007635,128.124465
156.102907,127.696772
155.193070,127.281517
154.277847,126.879470
153.356867,126.491356
152.429763,126.117902
151.496487,125.759632
150.557420,125.415991
149.613255,125.086244
148.664681,124.769657
147.712231,124.465449
146.754253,124.172312
145.793641,123.890760
144.830819,123.620587
143.866212,123.361590
142.899545,123.113387
141.926752,122.874777
140.952703,122.646953
139.977167,122.429794
138.999915,122.223182
138.020450,122.026947
137.037937,121.840877
136.053507,121.665163
135.067338,121.499800
134.079607,121.344785
133.090274,121.200081
132.099210,121.065646
131.106985,120.941522
130.113675,120.827675
129.119355,120.724071
128.123976,120.630666
127.127559,120.547427
126.130364,120.474347
125.132471,120.411398
124.133957,120.358553
123.135041,120.315790
122.135803,120.283080
121.136207,120.260394
120.136348,120.247707
119.136322,120.244998
118.136541,120.252239
117.136977,120.269403
116.137509,120.296475
115.138218,120.333437
114.139187,120.380273
113.141054,120.436931
112.143581,120.503406
111.146639,120.579699
110.150327,120.665799
109.154743,120.761696
108.160613,120.867308
107.167558,120.982648
106.175528,121.107701
105.184622,121.242436
104.194939,121.386822
103.207150,121.540736
102.220839,121.704214
101.236032,121.877229
100.252817,122.059747
99.271286,122.251732
98.292079,122.453032
97.314742,122.663717
96.339352,122.883755
95.365998,123.113109
94.394800,123.351740
93.426263,123.599501
92.460027,123.856467
91.496182,124.122601
90.534820,124.397869
89.576084,124.682219
88.620316,124.975536
87.667289,125.277873
86.717081,125.589195
85.769773,125.909466
84.825510,126.238629
83.884528,126.576591
82.946711,126.923393
82.012159,127.279000
81.080975,127.643381
80.153223,128.016514
79.228952,128.398361
78.308332,128.788783
77.391447,129.187669
76.478380,129.594911
75.568944,130.010525
74.663041,130.434475
73.761137,130.866433
72.863261,131.306267
71.969438,131.753844
71.079295,132.209241
70.192803,132.672368
69.310428,133.142875
68.432176,133.620645
67.558055,134.105556
66.687734,134.597687
65.821276,135.096907
64.958926,135.602986
64.100660,136.115847
63.246450,136.635411
62.396420,137.161514
61.550503,137.694180
60.708638,138.233478
59.870846,138.779433
59.037147,139.332069
58.208404,139.890837
57.384128,140.456113
56.564104,141.028121
55.748418,141.606881
54.937153,142.192418
54.131542,142.783901
53.330757,143.381984
52.534632,143.986854
51.743250,144.598516
50.956698,145.216974
50.176341,145.841200
49.401127,146.472096
48.631009,147.109789
47.866087,147.754292
47.106463,148.405616
46.353570,149.062597
45.606221,149.726336
44.864475,150.396870
44.128445,151.074196
43.398265,151.758284
42.675186,152.448038
41.958160,153.144540
41.247320,153.847783
40.542795,154.557760
39.844779,155.274401
39.154160,155.996876
38.470201,156.725994
37.793000,157.461700
37.122655,158.203939
36.459334,158.952581
35.803600,159.707013
35.154967,160.467785
34.513496,161.234829
33.879252,162.008075
33.252368,162.787364
32.633255,163.572194
32.021591,164.363034
31.417478,165.159838
30.821019,165.962560
30.232383,166.771062
29.651888,167.584951
29.079279,168.404555
28.514603,169.229779
27.957906,170.060526
27.409293,170.896615
26.868919,171.737684
26.336473,172.583913
25.811850,173.435146
25.294944,174.291228
24.785724,175.151877
24.284233,176.016654
23.790100,176.885808
23.303190,177.759181
22.823370,178.636618
22.350593,179.517801
21.884873,180.402287
21.425818,181.290419
20.973281,182.182083
20.527119,183.077166
20.087316,183.975288
19.653953,184.875946
19.226659,185.779750
18.805400,186.686644
18.390142,187.596573
17.981001,188.509145
17.578143,189.423853
17.181214,190.341420
16.790217,191.261790
16.405152,192.184904
16.026139,193.110411
15.653317,194.037888
15.286412,194.967926
14.925422,195.900460
14.570345,196.835427
14.221250,197.772566
13.878193,198.711579
13.540953,199.652820
13.209467,200.596217
12.883673,201.541698
12.563550,202.489063
12.249066,203.438094
11.940024,204.388990
11.636318,205.341677
11.337843,206.296084
11.044516,207.252055
10.756262,208.209430
10.472926,209.168320
10.194408,210.128664
9.920608,211.090400
9.651436,212.053427
9.386804,213.017639
9.126579,213.983071
8.870654,214.949671
8.618922,215.917388
8.371279,216.886156
8.127622,217.855907
7.887835,218.826629
7.651809,219.798275
7.419437,220.770801
7.190609,221.744170
6.965213,222.718349
6.743141,223.693283
6.524281,224.668934
6.308522,225.645265
6.095747,226.622261
5.885836,227.599914
5.678689,228.578138
5.474190,229.556898
5.272228,230.536159
5.072677,231.515938
4.875428,232.496267
4.680431,233.477006
4.487616,234.458130
4.296915,235.439613
4.108238,236.421526
3.921501,237.403967
3.736694,238.386699
3.553768,239.369705
3.372672,240.352964
3.193336,241.336574
3.015673,242.320676
2.839658,243.304994
2.665214,244.289527
2.492266,245.274271
2.320730,246.259266
2.150490,247.244555
1.981411,248.230036
1.813332,249.215695
1.646097,250.201521
1.479557,251.187448
1.313663,252.173407
1.148499,253.159537
0.984181,254.145857
0.820828,255.132385
0.658569,256.119069
0.497567,257.105842
0.337987,258.092893
0.180028,259.080251
0.023888,260.067944
-0.130220,261.055904
-0.282057,262.044049
-0.431400,263.032646
-0.577990,264.021751
-0.721567,265.011414
-0.861837,266.001463
-0.998421,266.991676
-1.130909,267.982615
-1.258809,268.974340
-1.381627,269.966909
-1.498834,270.960088
-1.609910,271.953524
-1.714463,272.947860
-1.812021,273.943060
-1.902114,274.939089
-1.984262,275.935812
-2.057978,276.933027
-2.122784,277.930880
-2.178184,278.929267
-2.223678,279.928085
-2.258773,280.927413
-2.282964,281.927395
-2.295715,282.927404
-2.296508,283.927263
-2.284824,284.926794
-2.260131,285.926259
-2.221865,286.926156
-2.169543,287.925037
-2.102660,288.922608
-2.020713,289.918573
-1.923119,290.913374
-1.809214,291.907864
-1.678723,292.899707
-1.531204,293.888498
-1.366213,294.873828
-1.183109,295.856293
-0.981061,296.836873
-0.760004,297.812566
-0.519432,298.782828
-0.258842,299.747114
0.022649,300.706112
0.326064,301.660504
0.651140,302.606811
0.998350,303.544172
1.368167,304.471726
1.761922,305.390533
2.180827,306.300841
2.623916,307.198173
3.091582,308.081338
3.584216,308.949142
4.104003,309.803254
4.651694,310.642904
5.224925,311.463309
5.823408,312.263245
6.446852,313.041487
7.098029,313.800338
7.775637,314.538173
8.476020,315.252312
9.197786,315.942845
9.939545,316.609864
10.703275,317.256180
11.486146,317.879830
12.286147,318.479620
13.102521,319.055446
13.934510,319.607204
14.783003,320.135789
15.645971,320.640247
16.522656,321.120528
17.412464,321.576688
18.314560,322.008671
19.226399,322.415678
20.149406,322.798613
21.082888,323.157308
22.026150,323.491599
22.977594,323.801035
23.935126,324.085116
24.900359,324.344408
25.872648,324.578706
26.851345,324.787807
27.834354,324.971256
28.820683,325.128907
29.811455,325.260896
30.806030,325.367007
31.803770,325.447024
32.801407,325.500630
33.799245,325.527966
34.798537,325.529164
35.798788,325.504244
36.799500,325.453223
37.794711,325.376659
38.787342,325.275090
39.778910,325.149133
40.768896,324.999540
41.756781,324.827062
42.736151,324.633688
43.711287,324.419491
44.683161,324.184979
45.651448,323.930899
46.615825,323.657998
47.571470,323.368444
48.522166,323.061962
49.468463,322.739131
50.410268,322.400715
51.347491,322.047482
52.276961,321.681440
53.201519,321.302321
54.121560,320.910743
55.037150,320.507451
55.948358,320.093189
56.853567,319.669506
57.754510,319.236433
58.651538,318.794615
59.544846,318.344772
60.434632,317.887620
61.320602,317.424141
62.203487,316.954788
63.083628,316.480221
63.961317,316.001119
64.836847,315.518164
65.710865,315.031840
66.583368,314.542989
67.454648,314.052293
68.325028,313.560417
69.194831,313.068025
70.065540,312.575124
70.936436,312.082976
71.807740,311.592307
72.679785,311.103782
73.552904,310.618067
74.429309,310.134787
75.307574,309.655557
76.187817,309.181110
77.070321,308.712094
77.955367,308.249155
78.845749,307.791646
79.739337,307.341426
80.636164,306.899187
81.536428,306.465537
82.440325,306.041085
83.350902,305.625173
84.265604,305.219820
85.184544,304.825794
86.107910,304.443825
87.035947,304.074624
87.971086,303.718110
88.911112,303.376088
89.856085,303.049457
90.806061,302.739118
91.761255,302.445926
92.723230,302.170372
93.690092,301.913961
94.661611,301.677668
95.637558,301.462468
96.618062,301.269267
97.604392,301.098819
98.594068,300.952534
99.586503,300.831422
100.581107,300.736493
101.578068,300.668713
102.578404,300.628989
103.578766,300.618159
104.578252,300.636827
105.575961,300.685600
106.571947,300.765169
107.566236,300.876034
108.556107,301.017897
109.540717,301.190544
110.519226,301.393758
111.491250,301.627444
112.455934,301.891521
113.411655,302.185777
114.357350,302.510133
115.291955,302.864508
116.215041,303.249087
117.125381,303.663611
118.021458,304.107499
118.902235,304.580364
119.766679,305.081815
120.614312,305.611767
121.444189,306.169294
122.255668,306.753256
123.048348,307.362653
123.821826,307.996486
124.575245,308.653326
125.308747,309.332454
126.022235,310.032933
126.715507,310.753737
127.388362,311.493839
128.040230,312.251765
128.671458,313.027042
129.282057,313.818831
129.872012,314.626270
130.441293,315.448469
130.989667,316.284239
131.517439,317.133283
132.024654,317.994946
132.511354,318.868578
132.977495,319.753353
133.422850,320.648050
133.847880,321.552852
134.252642,322.467202
134.637194,323.390546
135.001444,324.321936
135.345300,325.260299
135.669220,326.206047
135.973294,327.158689
136.257616,328.117729
136.522126,329.082103
136.766896,330.051076
136.992268,331.025052
137.198354,332.003611
137.385262,332.986329
137.552979,333.972029
137.701665,334.960329
137.831567,335.951592
137.942801,336.945449
138.035484,337.941531
138.109668,338.938529
138.165537,339.936404
138.203255,340.935458
138.222937,341.935362
138.224696,342.935790
138.208675,343.935312
138.175024,344.934213
138.123859,345.932701
138.055301,346.930477
137.969468,347.927240
137.866620,348.921472
137.746842,349.913743
137.610234,350.904177
137.456933,351.892515
137.287076,352.878498
137.101098,353.860353
136.898948,354.839072
136.680700,355.814756
136.446484,356.787195
136.196429,357.756179
135.931275,358.719398
135.650775,359.678525
135.355088,360.633642
135.044440,361.584568
134.719060,362.531125
134.380019,363.470872
134.026880,364.405796
133.659876,365.335902
133.279290,366.261049
132.885407,367.181091
132.479329,368.094083
132.060593,369.001697
131.629455,369.903888
131.186192,370.800559
130.731084,371.691611
130.265045,372.575760
129.787724,373.454142
129.299373,374.326697
128.800245,375.193363
128.290597,376.054066
127.771100,376.908101
127.241660,377.756173
126.702589,378.598322
126.154198,379.434589
125.596808,380.265003
125.031005,381.089231
124.456856,381.907777
123.874701,382.720750
123.284882,383.528260
122.687741,384.330413
122.083701,385.127211
121.472978,385.918917
120.855877,386.705679
120.232698,387.487646
119.603746,388.264964
118.969314,389.037788
118.329673,389.806299
117.685085,390.570682
117.035814,391.331121
116.382133,392.087792
115.724414,392.840727
115.062708,393.590233
114.397185,394.336457
113.728018,395.079544
113.055404,395.819611
112.379827,396.556458
111.701113,397.290582
111.019423,398.022105
110.334919,398.751147
109.647787,399.477804
108.958472,400.201905
108.266830,400.923908
107.573023,401.643948
106.877216,402.362161
106.179587,403.078665
105.480474,403.793420
104.779850,404.506766
104.077880,405.218848
103.374729,405.929812
102.670566,406.639797
101.965592,407.348911
101.259926,408.057340
100.553730,408.765228
99.847165,409.472720
99.140378,410.179971
98.433403,410.887251
97.726530,411.594555
97.019912,412.302015
96.313700,413.009766
95.608012,413.717976
94.902700,414.427079
94.198254,415.136876
93.494828,415.847502
92.792580,416.559090
92.091612,417.271828
91.391661,417.986282
90.693355,418.702123
89.996847,419.419500
89.302292,420.138566
88.609796,420.859519
87.919158,421.582872
87.230903,422.308326
86.545154,423.035994
85.862034,423.765990
85.181627,424.498467
84.503803,425.233768
83.828875,425.971617
83.156876,426.712019
82.487835,427.454980
81.821745,428.200550
81.158418,428.948971
80.498119,429.699944
79.840858,430.453455
79.186642,431.209489
78.535431,431.968085
77.887028,432.729471
77.241694,433.493337
76.599434,434.259672
75.960257,435.028460
75.324118,435.799746
74.690847,436.573739
74.060676,437.350147
73.433612,438.128961
72.809659,438.910168
72.188777,439.693811
71.570838,440.480051
70.956025,441.268652
70.344342,442.059604
69.735791,442.852897
69.130346,443.648559
68.527935,444.446684
67.928667,445.247124
67.332544,446.049873
66.739569,446.854923
66.149743,447.662270
65.563065,448.471910
64.979533,449.283836
64.399144,450.098043
63.821893,450.914528
63.247830,451.733213
62.677039,452.553970
62.109386,453.377005
61.544877,454.202326
60.983518,455.029939
60.425439,455.859666
59.870836,456.691264
59.319461,457.525216
58.771371,458.361564
58.226624,459.200348
57.685464,460.041316
57.148193,460.884157
56.614522,461.729558
56.084580,462.577566
55.558497,463.428227
55.036572,464.281304
54.519114,465.136542
54.005909,465.994559
53.497096,466.855395
52.992815,467.719093
52.493351,468.585439
51.998941,469.454210
51.509342,470.325898
51.024596,471.200498
50.544745,472.078005
50.069977,472.958137
49.600456,473.840616
49.135918,474.725936
48.676383,475.614058
48.221871,476.504943
47.772518,477.398328
47.328448,478.293964
46.889471,479.192258
46.455619,480.093184
46.026922,480.996712
45.603498,481.902631
45.185463,482.810741
44.772699,483.721384
44.365258,484.634545
43.963192,485.550210
43.566626,486.468190
43.175691,487.388297
42.790308,488.310863
42.410546,489.235876
42.036480,490.163325
41.668241,491.093042
41.305966,492.024838
40.949595,492.959013
40.599203,493.895545
40.254861,494.834407
39.916680,495.775467
39.584776,496.718568
39.259135,497.663916
38.939828,498.611484
38.626927,499.561239
38.320524,500.513094
38.020768,501.466947
37.727828,502.422949
37.441927,503.381110
37.163291,504.341439
36.892169,505.303852
36.628959,506.268252
36.374185,507.234996
36.128468,508.204210
35.892427,509.176018
35.666758,510.150208
35.452151,511.126242
35.248877,512.105017
35.057416,513.086482
34.878252,514.070586
